,institute,citation_count,article_count
2725,ICube Lab - CNRS - CSDC-UNESCO-Unitwin,0,1
2726,ICube Laboratory,0,1
2727,IEI-CNR,0,1
2728,"IBE - Institut für medizinische Informationsverarbeitung, Biometrie und Epidemiologie",0,1
2729,IBBT,0,1
2730,Institute of Information Systems,0,1
2731,I.R.C.C.S. Policlinico San Matteo,0,2
2732,Institute of Medicine,0,1
2733,2nd Regional Healthcare System Authority of Central Macedonia,0,1
2734,"Institute of Medical Statistics, Computer Sciences and Documentation",0,1
2735,"Hôpital Charles-Foix, Assistance Publique-Hôpitaux de Paris",0,2
2736,Institute of Medical Statistics,0,2
2737,Hôpital Européen Georges Pompidou,0,1
2738,"Hôpital Européen Georges Pompidou, AP-HP",0,3
2739,"Hôpital Européen Georges-Pompidou, AP-HP",0,6
2740,"Institute of Medical Informatics, Statistics and Documentation",0,1
2741,"Hôpital Henri Mondor, Service de Gastroentérologie, APHP",0,1
2742,Institute of Medical Informatics and Biometrics,0,1
2743,Institute of Medical Informatics (IMI),0,1
2744,Hôpital Pontchaillou,0,2
2745,Institute of Medical Data Science,0,2
2746,Hôpitaux Universitaires de Genève,0,2
2747,"Institute of Medical Biometrics, Epidemiology and Medical Informatics",0,1
2748,Institute of Measurement Science SAS,0,1
2749,Institute of Measurement Science,0,1
2750,Hôpitaux universitaires de Genève,0,1
2751,Institute of Mathematics and Informatics,0,1
2752,Institute of Laryngology and Otology,0,1
2753,I.C.I-National Institute for R&D in Informatics,0,1
2754,Institute of Information and Computing Sciences,0,1
2755,Institute of Computer Science of AS CR,0,1
2756,Institute of Computer Science AS CR v.v.i.,0,1
2757,INSERM U1219,0,1
2758,INSERM CIC-IT 807,0,1
2759,Institute for Pathology,0,2
2760,Institute for Occupational and Social Medicine,0,1
2761,Institute for Occupational Health,0,1
2762,Institute for Nursing Science,0,1
2763,"Institute for Medical Statistics, Informatics, and Data Science",0,1
2764,INSA Rouen Normandie,0,1
2765,Institute for Medical Signal Processing and Imaging,0,1
2766,INSCC,0,1
2767,INSERM - University of Montpellier,0,1
2768,INSERM - Université de Montpellier,0,1
2769,INSERM / CHU de Grenoble / UJF-Grenoble 1 / CIT803,0,1
2770,"Institute for Medical Informatics, Statistics, and Epidemiology",0,2
2771,Institute of Computer Science AS CR and EuroMISE Centre,0,1
2772,"Institute for Medical Informatics, Statistics, and Documentation",0,1
2773,INSERM CIC-IT-Evalab,0,1
2774,INSERM EMI 0106,0,1
2775,INSERM ERM 0202,0,1
2776,"Institute for Medical Informatics, Biometry and Epidemiology (IBE)",0,1
2777,INSERM LIMICS U1142,0,1
2778,"Institute for Medical Informatics, Biometrics and Epidemiology",0,1
2779,Institute for Medical Informatics and Statistics,0,8
2780,INSERM U1018,0,1
2781,Institute for Medical Informatics Statistics and Documentation,0,1
2782,Institute for Medical Informatics I4MI,0,2
2783,Institute for Patient-centered Digital Health,0,4
2784,Institute for Physiology and Cell Biology,0,1
2785,Institute for Public Health Surveillance,0,1
2786,Institute for Research on Population and Social Policies,0,1
2787,IHE Europe,0,1
2788,IHU-A-ICM,0,1
2789,IIT Hyderabad,0,1
2790,IMAGE Information Systems Europe,0,2
2791,IMIA (SiHIS),0,1
2792,Institute of Clinical Epidemiology and Biometry,0,1
2793,Institute of Clinical Chemistry and Laboratory Medicine,0,1
2794,Institute of Children and Adolescents Health Protection of National Academy of Medical Sciences,0,1
2795,Institute of Business Administration,0,1
2796,IMIA Telehealth Working Group,0,1
2797,Institute of Biostatistics and Medical Informatics,0,1
2798,"Institute of Biostatistics and Analyses, Ltd.",0,1
2799,Institute of Biometrics and Medical Informatics,0,1
2800,IMIM-Research Group on Medical Informatics,0,1
2801,IMIM/UPF,0,1
2802,Institute of Automotive Engineering,0,1
2803,IMS HEALTH,0,1
2804,IMTEL Computers,0,1
2805,INESC-TEC,0,1
2806,INFONET-Engineering of Medical Informatics,0,2
2807,Institute for System Analysis and Computer Science Antonio Ruberti,0,1
2808,"Institute for Social Medicine, Statistics and Health Research",0,1
2809,INRIA,0,3
2810,Global Health and Health Security Doctoral Program,0,1
2811,Laboratoire TIMC-IMAG,0,1
2812,Global Center for Advanced Medical Engineering and Informatics,0,1
2813,Eindhoven University of Technology,0,1
2814,Nictiz National IT Institute for Healthcare,0,1
2815,Nicox,0,1
2816,Niche Research Group,0,1
2817,NewYork-Presbyterian Hospital,0,1
2818,New York University Langone Health,0,1
2819,Egde Consulting,0,1
2820,New South Wales Health Pathology,0,1
2821,Neuroscience and Mental Health Laboratory,0,1
2822,NeuroTransData GmbH,0,1
2823,Neu-Ulm University of Applied Sciences,0,2
2824,Network Research Group,0,1
2825,Netherlands eScience Center,0,3
2826,National eHealth Authority,0,2
2827,Electronics and Telecommunications Research Institute,0,1
2828,Netherlands Comprehensive Cancer Organization,0,4
2829,Netherlands Comprehensive Cancer Organisation,0,1
2830,Elisa Med,0,1
2831,NetSun Services SRL,0,1
2832,Else Kroener Fresenius Center for Digital Health,0,1
2833,"Necker Hospital, APHP",0,2
2834,"Necker Hospital, AP-HP",0,1
2835,NeXEHRS,0,1
2836,Nazi Boni University,0,1
2837,Else Kröner Fresenius Center for Digital Health,0,1
2838,Ecole des Hautes Etudes d'Ingénieur,0,1
2839,Ecole Polytechnique Fédérale de Lausanne,0,1
2840,Nijmegen Institute for Cognition and Information,0,1
2841,North Western Health Board,0,1
2842,EIT Health Austria GmbH,0,1
2843,Novartis Institute for BioMedical Research,0,1
2844,Nova Scotia Health Authority,0,1
2845,EPHE,0,1
2846,Norwegian center for e-health research,0,1
2847,EPITA,0,1
2848,ERGOBYTE S.A.,0,1
2849,Norwegian Ministry of Health,0,1
2850,"ESAT, STADIUS",0,1
2851,Norwegian Data Protection Authority,0,1
2852,Norwegian Computing Center,0,1
2853,ESIEE Paris,0,1
2854,ESIEE-Paris,0,2
2855,Norwegian Centre for e-Health Research,0,1
2856,ETH Zürich,0,1
2857,Norwegian Centre for Medical Informatics,0,1
2858,ETHOS Digital Health,0,1
2859,Norwegian Centre for Informatics in Health and Social Care (KITH),0,1
2860,Norwegian Centre for Health Informatics,0,1
2861,Norwegian Centre for Electronic Patient Records,0,1
2862,Norwegian Center for eHealth Research,0,2
2863,Norwegian Advisory Unit on Complex Symptom Disorders,0,1
2864,EXcellence Center for Autism and Neurodevelopmental disorders,0,1
2865,Emergency County Hospital,0,1
2866,Emori Clinic,0,1
2867,Novo Nordisk A/S,0,6
2868,National Center for Health Information,0,1
2869,National Hospital Organization Osaka National Hospital,0,1
2870,National Health Insurance Institute,0,1
2871,National Health Data Authority,0,1
2872,F2RSM Psy - Fédération régionale de recherche en psychiatrie et santé mentale Hauts-de-France,0,2
2873,National College of Ireland,0,1
2874,National Cheng Kung University,0,1
2875,National Centre for Health Statistics,0,1
2876,National Central University,0,1
2877,National Center of Medical Education Assessment,0,1
2878,National Center for Hematology,0,1
2879,National Center for Health Statistics,0,1
2880,F3M Information Systems,0,1
2881,Empirica Communication and Technology Research,0,1
2882,FERI,0,1
2883,FH JOANNEUM,0,1
2884,Nagoya University Hospital Medical IT Center,0,4
2885,Nagoya Institute of Technology,0,1
2886,Nacka Rehab Centre,0,1
2887,FTI/TIM,0,1
2888,NTT Secure Platform Labs.,0,1
2889,FUJIFILM Corporation,0,1
2890,NST-Norwegian Centre for Integrated Care and Telemedicine,0,1
2891,FZI Research Center for Information Technologies,0,2
2892,NORCE Norwegian Research Centre,0,1
2893,EvA Servicecentrum,0,1
2894,Eurorec,0,1
2895,European Institute for Health Records (EuroRec),0,1
2896,National Institute for R&D in Informatics,0,1
2897,National University of Singapore,0,1
2898,Enovacom,0,1
2899,National Research and Development Centre for Welfare and Health,0,1
2900,National Research Council-Institute of Cognitive Science and Technology,0,1
2901,National Research Council of Italy (CNR) IEIIT Institute,0,1
2902,Ergobyte SA,0,1
2903,National Research Council of Italy,0,2
2904,Ericsson Nikola Tesla d.d.,0,1
2905,Ernst and Young,0,1
2906,Etablissement Public de Santé Mentale de l'Agglomération Lilloise,0,1
2907,Etablissement français des Greffes,0,2
2908,National Pediatric Hospital,0,1
2909,National Library of Medicine,0,1
2910,National Intensive Care Evaluation Foundation,0,2
2911,"EuroMISE Centre of Charles University, Academy of Sciences CR, Institute of Computer Science AS CR",0,1
2912,National Institutes for Quantum and Radiological Science and Technology,0,1
2913,National Institute of Technology Calicut,0,2
2914,"European Centre for Medical Informatics, Statistics and Epidemiology-Cardio Institute of Computer Science AS CR",0,1
2915,European Federation for Medical Informatics,0,1
2916,National Institute of Health Carlos III,0,1
2917,European Federation of Medical Informatics,0,1
2918,National Institute of Education,0,1
2919,European Healthcare Fraud and Corruption Network,0,1
2920,Novo Nordisk,0,1
2921,Nuclear Medicine Research Center,0,1
2922,Fachhochschule Heilbronn,0,1
2923,Polish Mother's Memorial Hospital Research Institute,0,1
2924,Dedalus Research Lab,0,2
2925,Poznan University of Technology,0,1
2926,Portsmouth Hospitals NHS Trust,0,1
2927,Defence Bio-Engineering & Electro Medical Laboratory,0,1
2928,Deontics Ltd.,0,1
2929,Polytechnic Institute of Viana do Castelo,0,1
2930,Polytechnic Institute of Bragança,0,1
2931,Departament d'Arquitectura de Computadors,0,1
2932,Department of Health,0,1
2933,Department of Internal Medicine,0,1
2934,Politecnico di Milano,0,4
2935,"Polimedika, Ltd",0,1
2936,Peter L Reichertz Institute for Medical Informatics,0,1
2937,Policlinico Umberto I,0,2
2938,Plateforme de Coordination et d'Orientation d'Indre-et-Loire (PCO-37),0,1
2939,Ping An Health Technology,0,1
2940,"Department of Veterans Affairs, Knowledge based Systems and WNY VA",0,1
2941,Diaverum AB,0,1
2942,Digestive Disease Center,0,1
2943,Phichit hospital,0,1
2944,Inflammation Center,0,1
2945,Digital Grammars AB,0,1
2946,Pfizer,0,2
2947,Peter MacCallum Cancer Centre,0,1
2948,Preemptive Medicine and Lifestyle Related Diseases Research Center,0,1
2949,Preemptive Medicine and Lifestyle-Related Disease Research Center,0,1
2950,Preventive Medical Engineering Center,0,1
2951,Dedalus HealthCare Ges.m.b.H.,0,1
2952,QSD,0,1
2953,Danish Institute for Health Services Research,0,1
2954,Public health and medical information unit,0,1
2955,Public Research Centre Henri Tudor,0,2
2956,Danish National Library of Science and Medicine,0,1
2957,Public Health and Environmental Policy in Southeast Asia Research Cluster,0,2
2958,Public Health Institute of the Republic of Slovenia,0,1
2959,Public Health Institute,0,1
2960,Public Health Informatics Foundation,0,1
2961,Data Science Institute,0,2
2962,"Public Health Department, Lille University Hospital",0,1
2963,"Psychiatry Hospital, Hamad Medical Corporation",0,1
2964,Data and Web Science Laboratory,0,1
2965,Prosocial,0,1
2966,Programa de Pos-graduacao em Informatica Aplicada,0,1
2967,Program of Excellence 2014-16-Siemens Program for Greece,0,1
2968,Prof. Fernando Figueira Integral Medicine Institute,0,1
2969,Probando GmbH,0,1
2970,Principe Felipe Research Center,0,1
2971,Princess Máxima Center for Pediatric Oncology,0,1
2972,Prince Sattam bin Abdulaziz University,0,1
2973,DataWizzard SRL,0,1
2974,Primary Health Care Dietitians,0,1
2975,Digital Health Program,0,2
2976,Penteli General Children's Hospital,0,1
2977,Nuffield Department of Obstetrics and Gynaecology,0,1
2978,Odysseus Data Services GmbH,0,1
2979,Dr Sardjito General Hospital,0,1
2980,Dr. von Hauner Children's Hospital,0,1
2981,Oregon Health & Science University,0,2
2982,Ophthalmiatreio Eye Hospital of Athens,0,1
2983,Drägerwerk AG & Co. KGaA,0,1
2984,Open Knowledge Greece,0,1
2985,Onaos,0,1
2986,Okayama University,0,1
2987,Dundalk Institute of Technology,0,1
2988,Dutch Institute of Palliative Care,0,1
2989,Office of Hospital Information,0,1
2990,Odense University Hospital,0,2
2991,Dipartimento Scienze Chirurgiche e Tecnologie Mediche Applicate,0,1
2992,E.T.S.I. Telecomunicación,0,1
2993,EA 7505 EES,0,1
2994,OLST,0,1
2995,EA3888 - IFR140,0,1
2996,OFFIS,0,1
2997,ODDS,0,1
2998,Nursing Graduate Program,0,1
2999,Nursing Association of Barcelona (COIB),0,1
3000,Nuffield Department of Women's and Reproductive Health,0,1
3001,EHR Research Unit,0,1
3002,EIR-IMTICE,0,1
3003,DoctorsMobile Corp.,0,1
3004,Doctors Mobile Corp.,0,1
3005,Doccla AB,0,1
3006,Ospedale Policlinico San Martino,0,1
3007,Participatory Health Consulting,0,1
3008,Paris University13,0,1
3009,Dipartimento di Scienze Cliniche e Sperimentali,0,1
3010,Papageorgiou General Hospital,0,1
3011,Pancreatic Cancer Action,0,1
3012,Paediatrics Hospital,0,1
3013,Dipartimento di Sociologia e Ricerca Sociale,0,1
3014,Division for Medical Informatics,0,1
3015,Division of Health and Welfare,0,1
3016,PIMESP,0,1
3017,PI Probaligence GmbH,0,1
3018,PHAST,0,1
3019,PEDEGO Research Unit,0,1
3020,PALLAR Ltd,0,1
3021,PAHO,0,1
3022,Division of Medical Electrical Engineering,0,1
3023,Oxford Medical Informatics,0,1
3024,Outpatient Rehabilitation Center,0,1
3025,Oulu University Hospital,0,1
3026,Otto-von-Guericke-Universität Magdeburg,0,1
3027,Dobrain inc.,0,1
3028,Ottawa Hospital,0,1
3029,Ostrobothnia Wellbeing Services County,0,1
3030,NLM,0,1
3031,NIMTLab,0,1
3032,Laboratoire d'Enseignement et de Recherche sur le Traitement de l'Information Médicale,0,1
3033,MEDCIDS,0,2
3034,MRC Integrative Epidemiology Unit,0,1
3035,GESI-Gestione Sistemi per l'Informatica,0,1
3036,"GH Pitié-Salpêtrière, APHP",0,1
3037,MOLIT Institute,0,1
3038,GHEF Hospital - JOSSIGNY,0,1
3039,MKS ltd.,0,1
3040,GNOMON INFORMATICS S.A.,0,1
3041,GRAIH de Lorraine-SPI EAO,0,1
3042,GROW - School for Oncology and Developmental Biology,0,1
3043,GS1 Switzerland,0,1
3044,MEDECOM,0,1
3045,MEDASYS,0,1
3046,Geegz,0,1
3047,MDK Nord,0,1
3048,MBRU,0,3
3049,MAGGIOLI S.P.A.,0,1
3050,M3 Research Institute,0,1
3051,Löwenstein Medical Technology GmbH + Co. KG,0,1
3052,Lygature,0,1
3053,Luxembourg Centre for Systems Biomedicine,0,1
3054,Lund University,0,2
3055,Lumio Medical,0,1
3056,GSF-National Research Center for Environment and Health,0,2
3057,Ludwig Boltzmann Institute Digital Health and Patient Safety,0,1
3058,MRRC,0,1
3059,MTG Research and Development Lab,0,1
3060,MTIC-EA4171,0,1
3061,MU Informatics Institute,0,1
3062,Mays Cancer Center,0,1
3063,Futaba Medical Center,0,1
3064,"Fuwai Hospital, National Center for Cardiovascular Diseases",0,2
3065,Fédération régionale de recherche en psychiatrie et santé mentale (F2RSM Psy),0,4
3066,Max Delbrück Center,0,1
3067,Fédération régionale de recherche en psychiatrie et santé mentale - F2RSM Psy,0,1
3068,Matosinhos Local Health Unit,0,1
3069,Mathematics and Informatics Laboratory,0,1
3070,Massey University,0,1
3071,Massachusetts General Hospital,0,2
3072,GCS HUGO Hôpitaux Universitaire du Grand Ouest,0,1
3073,GECKO Institut,0,1
3074,GECKO Research Institute,0,2
3075,Marble Global,0,1
3076,Marand d.o.o.,0,1
3077,Marand Inzeniring d.o.o.,0,1
3078,Mahidol University,0,1
3079,Mahasarakham University,0,5
3080,Maersk Mc Kinney Moller Institute,0,1
3081,Machine Learning and Data Analytics Lab,0,1
3082,GESI s.r.l.,0,1
3083,Maastricht University,0,2
3084,MUHAS Digital Health and Innovation Research Group (mDHIRG),0,1
3085,GeMTeX Consortium,0,1
3086,Lombardia Informatica S.p.A.,0,1
3087,Fundación para el Fomento de la Investigación Sanitaria y Biomédica de la Comunidad Valenciana,0,1
3088,Laboratoire de Biopharmacie et Pharmacie Clinique,0,1
3089,Landesinstitut für den Offentlichen Gesundheitsdienst (lögd) NRW,0,1
3090,German Institute of Medical Documentation and Information,0,1
3091,Lancashire School of Health Post-Graduate Medicine,0,1
3092,Lancashire Business School,0,1
3093,Laboratory of Medical Physics and Digital Innovation,0,1
3094,German Medical Students' Association,0,1
3095,Laboratory of Medical Informatics,0,1
3096,Laboratory of Data Discovery for Health Limited (D24H),0,1
3097,Laboratory for System Design,0,1
3098,Laboratory SPIEAO,0,1
3099,Laboratoire des Agents Infectieux et d'Hygiène,0,1
3100,Laboratoire d'informatique médicale,0,1
3101,"General Directorate of Research, Innovation, Technology and Quality",0,1
3102,Laboratoire d'expérience Immersive (LEXIM),0,1
3103,German Research Center for Artificial Intelligence,0,3
3104,Laboratoire d'Informatique Médicale et d'Ingénierie des connaissances en e-Santé,0,1
3105,German Research Center for Environmental Health,0,1
3106,German Rheumatism Research Centre,0,1
3107,Germans Trias i Pujol Research Institute,0,2
3108,Gesundheit Österreich GmbH,0,1
3109,GesundheitsCampus Osnabrück,0,1
3110,Ghent University,0,1
3111,Glasgow Royal Infirmary,0,1
3112,Laboratoire d'Hématologie-Hémostase,0,1
3113,German Childhood Cancer Registry,0,2
3114,German Centre for Infection Research (DZIF),0,1
3115,Lantana Consulting Group,0,1
3116,Lebanese Hospital Geitaoui-UMC,0,4
3117,General Hospital Jesenice,0,1
3118,Lispa,0,1
3119,General Hospital Prim. Dr. Abdulah Nakas,0,1
3120,Linköpings Universitet,0,1
3121,General Hospital of Athens G. Gennimatas,0,1
3122,General Practice Academic Unit,0,1
3123,General Practice Research Unit (AFE),0,1
3124,Geneva School of Health Sciences,0,1
3125,Lille University Hospital - Institut de Pharmacie,0,1
3126,Gent University,0,1
3127,Geographic Information Association (AFIGEO),0,1
3128,Georges Pompidou European Hospital,0,1
3129,LifeWorks,0,1
3130,Life and Medical Sciences Institute,0,1
3131,Georgetown University Medical Center,0,1
3132,Libero Istituto Universitario Campus Bio-Medico,0,1
3133,German Cancer Consortium (DKTK),0,1
3134,Leibniz Institute for Prevention Research and Epidemiology,0,1
3135,Leeds University Business School,0,1
3136,German Center for Cardiovascular Research,0,1
3137,German Center for Cardiovascular Research (DZHK),0,1
3138,German Centre for Cardiovascular Research,0,1
3139,Lee Kong Chian School of Medicine,0,1
3140,McGill Centre for the Convergence of Health and Economics,0,1
3141,McGill University,0,1
3142,NIMHANS,0,1
3143,Faculty of Public Health,0,2
3144,Montreal Neurological Institute,0,2
3145,Faculty of Medicine and Biomedical Sciences,0,2
3146,Montpellier University,0,1
3147,"Faculty of Medicine, Institute of Social Medicine",0,1
3148,"Montpellier Laboratory of Informatics, Robotics, and Microelectronics",0,1
3149,Faculty of Organizational Sciences,0,1
3150,Monasterio Research Hospital (FTGM),0,1
3151,Monash University,0,1
3152,Monash Centre for Health Research and Implementation,0,1
3153,Molecular Networks,0,1
3154,Mohammed Bin Rashid University of Medicine and Health Sciences,0,1
3155,MoH,0,1
3156,Microgravity Centre,0,1
3157,Faculty of Science and Technology,0,1
3158,Faculty of Translation and Interpreting,0,1
3159,Ministry of Public Health,0,2
3160,"Faculté de Médecine, de Pharmacie et d'Odonto-Stomatologie",0,2
3161,Ministry of Health and Medical Education,0,3
3162,Fairbanks School of Public Health,0,1
3163,Farmácia Central do Cacém,0,1
3164,Fealinx,0,1
3165,Min-Sheng Hospital,0,1
3166,Military Medical Academy,0,1
3167,Military Institute of Medicine,0,1
3168,Moray House School of Education and Sport,0,2
3169,Moscow Institute of Physics and Technology,0,1
3170,Moscow State Institute of Electronic Technology,0,1
3171,Faculty of Medicine,0,2
3172,NIHR Maudsley Biomedical Research Centre,0,1
3173,NIHR Manchester Biomedical Research Centre,0,1
3174,Faculdade de Medicina da Universidade do Porto,0,1
3175,NICTIZ,0,1
3176,NICHE Research Lab,0,1
3177,Faculty Applied Computer and Bio Sciences,0,1
3178,NHSIA,0,1
3179,Faculty of Applied Mathematics,0,1
3180,NHS Digital,0,2
3181,Faculty of Dentistry,0,3
3182,Faculty of Electrical Engineering,0,1
3183,NEN,0,1
3184,NEC Corporation,0,1
3185,NABON,0,1
3186,Faculty of Electrical Engineering and Information Technologies,0,1
3187,N.T.U.A.,0,1
3188,N.N.Burdenko Neurosurgical Institute,0,1
3189,N.N. Burdenko Neurosurgical Institute,0,4
3190,N.N. Burdenko National Medical Research Center of Neurosurgery,0,1
3191,Faculty of Electronics,0,1
3192,Münster School of Health,0,2
3193,Music Academy Studio Musica,0,1
3194,Municipal Government of Joinville,0,1
3195,Mid Sweden University,0,1
3196,Metronic Ltd.,0,1
3197,Fundación Rioja Salud,0,1
3198,Medical Centre - University of Freiburg,0,1
3199,Medical Informatics Programme,0,1
3200,Fraunhofer FIT,0,4
3201,Medical Informatics Faculty of Medicine,0,1
3202,Medical Faculty of Nice University,0,1
3203,Medical Faculty of Cote d'Azur University,0,1
3204,Fraunhofer Institute for Software and Systems Engineering,0,1
3205,Medical Expert and Knowledge-Based Systems,0,1
3206,Medical Data Integration Center (MeDIC),0,2
3207,Fraunhofer Institute for Software and Systems Engineering ISST,0,1
3208,Fraunhofer Portugal AICOS,0,1
3209,Freie Universität Berlin,0,1
3210,French Institute for Public Health Surveillance,0,1
3211,Federico II University and Hospital,0,1
3212,French National Institute of Health and Medical Research (INSERM),0,1
3213,Friedrich Schiller University,0,1
3214,Medical AI LAB,0,2
3215,Medibloc Inc.,0,1
3216,MediByte Co.,0,1
3217,Fujitsu Corporation,0,1
3218,Medexter Healthcare,0,2
3219,MedCom,0,2
3220,Functional Genomics of Solid Tumors laboratory,0,1
3221,McMaster University,0,2
3222,Fundació de Recerca Clínic Barcelona-Institut d'Investigacions Biomèdiques August Pi i Sunyer,0,1
3223,Fraunhofer,0,1
3224,Foundation of Research and Technology Hellas,0,1
3225,Medical Informatics laboratory,0,1
3226,Foundation for Research and Technology-Hellas,0,1
3227,Meteda srl,0,1
3228,Merck Serono Ltd.,0,1
3229,Federico II University of Naples,0,1
3230,Merck Healthcare KGaA,0,4
3231,Merative,0,1
3232,Mental Health Services Region of Southern Denmark,0,1
3233,Melegnano Hospital,0,1
3234,Ferdowsi University of Mashhad,0,1
3235,Finnish Centre for Client and Patient Safety,0,1
3236,Finnish Institute of Occupational Health,0,1
3237,Finnish Medical Society Duodecim,0,1
3238,Finnish Medicines Agency Fimea,0,1
3239,"Fondation Asile des Aveugles, Jules Gonin Eye Hospital",0,2
3240,Fondation Vallée,0,1
3241,Fondazione IRCCS Istituto Nazionale dei Tumori,0,1
3242,Fondazione LILA Milano,0,1
3243,Medical University of Innsbruck,0,1
3244,Fondazione Policlinico Universitario Agostino Gemelli (IRCCS),0,1
3245,Fondazione S. Maugeri IRCCS,0,2
3246,Forlì Hospital,0,1
3247,Foundation for Research & Technology Hellas,0,1
3248,Medical Research Information Center,0,1
3249,Medical Physics and Digital Innovation Lab,0,1
3250,Østfold University College,0,7
